period,mktsize,entries,exits,surviv,entryrate,exitrate,survivrate,firms,totresinv,firmsres,firmsinn,firmsimi,hindex,div,gini,pcm,cs,totprofits,ts,maxage,minage,avgage,actfirms,inactfirms,profitablefirms,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
29,4,2,3,26,0.06896551724137931,0.10344827586206896,0.896551724137931,29,1300.0,16,10,6,391.4732562171813,0.9309296719421444,0.013019640368600705,0.21385983615042495,128607.21543181922,4269.2570796237505,132876.47251144296,28,0,16.03448275862069,29,0,19,36.49139980422319,0.6232575201760822,46.41843971631205,1014.3262411347508,34.97676693568106,0
30,4,2,3,25,0.07142857142857142,0.10714285714285714,0.8928571428571429,28,650.0,9,4,5,402.64345542274435,0.9309354947652819,-0.010946451839748184,0.21880868187292624,128397.68830247447,4739.697777280148,133137.38607975462,29,0,16.535714285714285,28,0,21,36.42311685031221,0.6242401215805472,46.62509170946441,1013.4996331621411,36.19641547007647,0
31,4,3,2,26,0.10714285714285714,0.07142857142857142,0.9285714285714286,28,1000.0,12,8,4,398.9404314247908,0.9249127546999887,-0.01497129641101913,0.21903729401561137,128806.98299950105,4677.262673669335,133484.24567317037,30,0,16.535714285714285,28,0,20,36.09732243361444,0.628419452887538,46.221570066030814,1015.113719735877,36.254061419138466,0
32,4,2,2,26,0.07142857142857142,0.07142857142857142,0.9285714285714286,28,900.0,11,7,4,398.9480971504923,0.9276708319261511,-0.008529939934361463,0.21965948929025908,128918.7218647743,4686.375755005051,133605.09761977935,31,0,17.464285714285715,28,0,20,35.98268605877271,0.6295592705167173,46.111518708730735,1015.5539251650765,36.26978304160988,0
33,4,2,3,25,0.07142857142857142,0.10714285714285714,0.8928571428571429,28,950.0,13,6,7,399.1244854331179,0.925531914893617,-0.01361404015600165,0.22017042331900183,128993.24135562593,4696.872216082829,133690.11357170876,32,0,18.392857142857142,28,0,20,35.90191191249643,0.6303191489361701,46.03815113719735,1015.8473954512099,36.280264123257496,0
34,4,4,3,26,0.13793103448275862,0.10344827586206896,0.896551724137931,29,950.0,10,9,1,381.7042638465827,0.9201341578450896,-0.023055751689554427,0.21391529353275718,129616.31960162983,4095.020371208711,133711.33997283856,33,0,17.551724137931036,29,0,23,35.70831592143751,0.6335289801907555,45.425531914893625,1018.2978723404266,35.11371973587678,0
35,4,0,0,26,0.0,0.0,1.0,26,900.0,11,7,4,417.7373569897917,0.9137152209492635,-0.008856471486336615,0.23124362362464942,129131.29726812805,5588.5933650901825,134719.89063321822,34,1,19.153846153846153,26,0,24,35.287674486890594,0.6387070376432078,45.90228526398739,1016.3908589440501,39.0919561132327,0
36,4,0,0,26,0.0,0.0,1.0,26,650.0,8,5,3,417.5316387236342,0.913126022913257,-0.008694096601073786,0.2313641812514987,129171.34729417825,5586.624862375594,134757.97215655385,35,2,20.153846153846153,26,0,24,35.251855517070744,0.63911620294599,45.86288416075651,1016.5484633569748,39.09801782142211,0
37,4,1,1,26,0.037037037037037035,0.037037037037037035,0.962962962962963,27,650.0,8,5,3,403.68008263370933,0.9109535066981875,-0.015170865745578244,0.22591920414061975,129562.16047985507,5060.332729741952,134622.493209597,36,0,20.37037037037037,27,0,25,35.20420640743458,0.6394799054373522,45.47872340425531,1018.0851063829781,37.70685579196215,0
38,4,1,1,26,0.037037037037037035,0.037037037037037035,0.962962962962963,27,750.0,9,6,3,433.8078713150436,0.9088925259138024,-0.057847686371732765,0.22782641412768673,127021.78760820763,5620.610258589628,132642.39786679726,37,0,20.14814814814815,27,0,18,37.05377047707946,0.6134751773049645,47.98632218844985,1008.0547112462007,37.33535967578521,7
39,4,2,2,26,0.07142857142857142,0.07142857142857142,0.9285714285714286,28,750.0,10,5,5,438.24441733888693,0.9155690645052347,0.03821376281112743,0.22204817288016307,125550.86235156251,5404.392903531059,130955.25525509357,38,0,20.321428571428573,28,0,18,38.469518083548806,0.5949848024316109,49.44974321349963,1002.2010271460011,35.792893826642896,6
40,4,5,5,26,0.16129032258064516,0.16129032258064516,0.8387096774193549,31,1100.0,13,9,4,402.4043305691664,0.9300388927018989,0.016376383889732615,0.20847851756336783,126467.04532593917,3978.177342688979,130445.22266862815,39,0,19.032258064516128,31,0,17,38.418263442735466,0.595744680851064,48.53723404255318,1005.8510638297857,32.44680851063825,0
41,4,4,5,25,0.13333333333333333,0.16666666666666666,0.8333333333333334,30,750.0,11,4,7,411.7936529502746,0.9249205184641722,0.02932241928149182,0.2137710677142713,126549.03857975751,4422.418174820704,130971.45675457822,40,0,20.333333333333332,30,0,17,38.09729761109981,0.5992907801418441,48.45573095401509,1006.1770761839383,33.539235872797946,0
42,4,7,7,25,0.21875,0.21875,0.78125,32,650.0,12,1,11,388.84331099881587,0.9265185312285518,0.010455114684946087,0.2051297188621011,127203.77751527826,3493.828982154388,130697.60649743264,41,0,19.125,31,1,19,37.99945027514289,0.6032944406314346,47.80585106382978,1008.7765957446796,32.54118050789289,0
43,4,3,1,27,0.10714285714285714,0.03571428571428571,0.9642857142857143,28,850.0,12,5,7,420.2983670537687,0.9210852189575593,0.04854439592430837,0.22075304141126817,127025.7497030038,5077.74303479063,132103.49273779444,42,0,21.392857142857142,28,0,21,37.39013286258478,0.6101823708206688,47.982391782831975,1008.0704328686705,36.00251545959538,0
44,4,5,6,26,0.15625,0.1875,0.8125,32,600.0,8,4,4,377.5444211590575,0.9282772820864791,0.002892338092809643,0.20256213676960652,127885.58036016775,3256.4974823339276,131142.07784250166,43,0,19.5625,32,0,18,37.58395087178708,0.6077127659574468,47.13088330109606,1011.4764667956154,31.60863958736298,0
45,4,3,3,26,0.10344827586206896,0.10344827586206896,0.896551724137931,29,850.0,10,7,3,413.32259214324665,0.9206582119274709,0.021374397842509163,0.21887960826431058,127358.78626460023,4728.4684307553425,132087.25469535557,44,0,21.82758620689655,28,1,20,37.22213458784521,0.6136018237082066,47.65223771093177,1009.3910491562734,36.04968032700977,1
46,4,4,5,25,0.13333333333333333,0.16666666666666666,0.8333333333333334,30,650.0,8,5,3,396.54370168213893,0.9234042553191489,0.003601833660773046,0.21182686793005417,127709.56189326494,4128.484482671904,131838.04637593683,45,0,21.9,29,1,16,37.284502063166954,0.6140865737344093,47.304964539007095,1010.7801418439717,34.85448764979213,0
47,4,3,2,26,0.10714285714285714,0.07142857142857142,0.9285714285714286,28,650.0,11,2,9,420.3160786706883,0.9151187661825959,0.03009981285090446,0.2224158628248638,127328.37198935711,5103.632403617857,132432.00439297498,46,0,24.321428571428573,27,1,20,37.07705517305456,0.6166272655634357,47.682370820668694,1009.2705167173254,37.38038950804909,0
48,4,1,1,26,0.037037037037037035,0.037037037037037035,0.962962962962963,27,600.0,10,2,8,427.05265713987325,0.9086500575862277,0.049985216425945334,0.2255531098449975,127251.69124915697,5468.634574699047,132720.32582385602,47,0,26.185185185185187,27,0,22,36.98631234516862,0.6158392434988179,47.75835866261398,1008.966565349544,37.36913204998311,0
49,4,2,3,25,0.07142857142857142,0.10714285714285714,0.8928571428571429,28,550.0,9,2,7,421.2227437242679,0.91365529663402,0.019398804297838357,0.2141842433490809,125697.9635250669,4989.368215316326,130687.33174038322,48,0,24.785714285714285,28,0,18,38.743080592033564,0.5965045592705167,49.30300807043287,1002.7879677182685,35.81385598993816,8
50,4,5,4,26,0.16666666666666666,0.13333333333333333,0.8666666666666667,30,700.0,9,5,4,391.41103746049924,0.9322083639031549,0.00542635658914703,0.20344771507562207,126600.83748302399,3911.1313085749675,130511.96879159896,49,0,23.2,29,1,17,38.55652017453106,0.6027146001467351,48.40425531914894,1006.3829787234043,34.7028613352898,0
51,4,6,6,26,0.1875,0.1875,0.8125,32,700.0,9,5,4,374.5755042084088,0.9361702127659575,-0.03688984168865417,0.19662619957754401,127002.63835445885,3114.415459483909,130117.05381394275,50,0,22.5625,31,1,17,38.566215685173745,0.601235415236788,48.00531914893616,1007.9787234042539,32.5154426904598,0
52,4,4,3,27,0.13333333333333333,0.1,0.9,30,1350.0,15,12,3,397.28992742026867,0.9276106627537295,-0.0018047156986829016,0.20942391948743722,127172.47874855383,4104.868970373712,131277.34771892754,51,0,24.933333333333334,29,1,19,37.818692645796,0.6085840058694058,47.83687943262411,1008.6524822695029,34.78112007825872,0
53,4,4,4,27,0.12903225806451613,0.12903225806451613,0.8709677419354839,31,1050.0,14,7,7,383.4800330812856,0.9258293296728437,-0.010448807854137376,0.20422670358019235,127587.03044823234,3585.4157314062095,131172.44617963856,52,0,25.0,30,1,16,37.740518038852905,0.6099290780141846,47.42621825669182,1010.295126973231,33.67650423244103,0
54,4,5,5,27,0.15625,0.15625,0.84375,32,1300.0,15,11,4,372.0071386579093,0.9250600549073438,0.003596295323173848,0.20054662460793218,128077.21961294688,3129.1279990945936,131206.34761204149,53,0,25.0625,31,1,17,37.5275321161436,0.6122168840082363,46.94148936170212,1012.2340425531902,32.65271105010291,0
55,4,2,1,28,0.06896551724137931,0.034482758620689655,0.9655172413793104,29,1250.0,16,9,7,403.5865114694318,0.9152080494707053,0.027772491912626318,0.21510036516861508,127618.11613822814,4500.990058505655,132119.1061967338,54,0,28.517241379310345,28,1,18,37.20067234784113,0.6162613981762919,47.39545121056493,1010.4181951577401,36.08636411277643,0
56,4,3,2,29,0.0967741935483871,0.06451612903225806,0.935483870967742,31,800.0,11,5,6,383.09441423628283,0.9156714710592542,0.009758742206560145,0.20721925133689836,128211.86057039376,3623.449524671789,131835.31009506556,55,0,27.580645161290324,30,1,20,37.10888610763454,0.6163120567375886,46.80851063829787,1012.7659574468079,33.75886524822693,0
57,4,3,3,29,0.09375,0.09375,0.90625,32,400.0,5,3,2,372.5380150792667,0.9184540150995195,0.0068006030414262675,0.20356160308199464,128616.2078429153,3182.8853553644144,131799.0931982797,56,0,27.625,31,1,17,36.962367091008495,0.6177076183939603,46.409574468085104,1014.3617021276592,32.72134522992449,0
58,4,3,2,30,0.09375,0.0625,0.9375,32,900.0,11,7,4,371.22211890443936,0.9155370624571036,0.02794253275664671,0.2019499707064219,128440.50405699028,3135.991213838031,131576.4952708283,57,0,28.53125,32,0,21,37.17544462698969,0.6133643617021277,46.58284977433913,1013.668600902643,31.677143778207594,4
59,4,2,3,29,0.0625,0.09375,0.90625,32,900.0,13,5,8,363.62835638692246,0.9164807824296499,0.02843833396873796,0.19912258430123111,128702.0603167357,2959.9437313170242,131662.00404805274,58,0,29.375,32,0,18,37.10060755509772,0.6160239361702129,46.32495164410057,1014.7001934235967,31.709381044487397,0
60,4,0,0,29,0.0,0.0,1.0,29,700.0,10,4,6,398.4287348459436,0.9085001572162247,0.04289813624989125,0.21512740615206857,128140.04325738153,4410.93506362861,132550.97832101013,59,2,33.310344827586206,29,0,21,36.794381881807304,0.6184886280264124,46.879432624113484,1012.4822695035471,34.913181707018865,0
61,4,0,0,29,0.0,0.0,1.0,29,900.0,12,6,6,396.7236068970349,0.9078712923173672,0.049240394502454876,0.21517059408242362,128319.62426437296,4381.484834766859,132701.1090991398,60,3,34.310344827586206,29,0,21,36.65320310615065,0.6203228173147469,46.702127659574465,1013.1914893617017,34.937637564196606,0
62,4,1,0,30,0.03333333333333333,0.0,1.0,30,700.0,9,5,4,409.56572382907586,0.9073612130105161,0.0461801284679515,0.2103012211408664,126100.55873027231,4329.2933223229675,130429.85205259528,61,0,34.13333333333333,30,0,20,38.61773369506746,0.5946808510638297,48.90185312285518,1004.3925875085787,33.47975291695262,6
63,4,4,0,34,0.11764705882352941,0.0,1.0,34,650.0,10,3,7,375.6490270084318,0.9151211741950166,0.11131775879559558,0.18952985587146698,125375.75129111618,2636.9841276223783,128012.73541873855,62,0,31.0,33,1,21,40.21920051901917,0.5796260477111542,49.624530663329146,1001.5018773466816,30.34854173777823,7
64,4,6,5,35,0.15,0.125,0.875,40,1200.0,17,7,10,331.20842195502115,0.928505182760502,0.1126861524783287,0.17346992903092393,126910.94352115277,410.5853873719393,127321.52890852472,63,0,27.2,37,3,13,39.753042047168854,0.5871190339275447,48.09630459126538,1007.614781634936,27.23283193607935,0
65,4,4,2,37,0.10256410256410256,0.05128205128205128,0.9487179487179487,39,1100.0,14,8,6,342.98239644140244,0.9266948057541562,0.1642334273913224,0.18180552391078725,127397.81906874785,939.0418571214891,128336.86092586933,64,0,28.71794871794872,36,3,19,38.95716079366695,0.5939716312056736,47.61357101782635,1009.5457159286968,28.04293655357491,0
66,4,1,1,37,0.02631578947368421,0.02631578947368421,0.9736842105263158,38,1200.0,15,9,6,346.7944226555346,0.9274840349868345,0.1539945039372017,0.1839949042437004,127434.91133354577,1238.7433004152508,128673.65463396102,65,0,29.94736842105263,35,3,20,38.82293747540313,0.5963525835866261,47.57683215130024,1009.6926713947995,28.848362039851413,0
67,4,1,2,36,0.02631578947368421,0.05263157894736842,0.9473684210526316,38,1150.0,14,9,5,346.6722912142357,0.930813232045035,0.15609355083039267,0.18461109489146865,127584.14126552994,1245.9773150243977,128830.11858055434,66,0,30.92105263157895,35,3,14,38.67314399229293,0.597872340425532,47.4290780141844,1010.2836879432626,28.86524822695036,0
68,4,2,2,36,0.05263157894736842,0.05263157894736842,0.9473684210526316,38,1350.0,18,9,9,338.041840464437,0.9304500469114131,0.14246885820391242,0.18218654243279292,128066.30587863378,1058.353948138976,129124.65982677275,67,0,30.157894736842106,36,2,17,38.39819943091575,0.6007683215130024,46.952271420356524,1012.1909143185735,28.11641428662704,0
69,4,1,2,35,0.02702702702702703,0.05405405405405406,0.9459459459459459,37,1100.0,16,6,10,348.96966679931364,0.9258833301386492,0.14347080935893253,0.188057096085747,128062.2638728209,1537.969110652807,129600.2329834737,68,0,31.783783783783782,35,2,18,38.125805978715945,0.6027355623100306,46.9562647754137,1012.1749408983438,28.91928402566697,0
70,4,5,4,36,0.125,0.1,0.9,40,1050.0,13,8,5,335.734258289226,0.9346153846153846,0.13199161650902824,0.18439619475342145,128820.3509104021,649.8809930923323,129470.23190349444,69,0,30.025,38,2,13,37.68774812023197,0.604703247480403,46.208401527550464,1015.1663938897982,26.71490510236311,0
71,4,1,3,34,0.02702702702702703,0.08108108108108109,0.9189189189189189,37,1050.0,12,9,3,356.53577192038745,0.9238387323493706,0.15671895671895686,0.19459776864356987,128571.24893113997,1768.0498968864329,130339.2988280264,70,0,33.432432432432435,35,2,20,37.4140752864157,0.6079027355623102,46.45390070921984,1014.1843971631181,28.976697061803375,0
72,4,3,3,34,0.08108108108108109,0.08108108108108109,0.9189189189189189,37,600.0,8,4,4,355.716113729285,0.9237109449875407,0.15340480144949487,0.19591749033089792,128931.14028469352,1772.5768321512555,130703.71711684478,71,0,32.189189189189186,35,2,14,37.06763342446214,0.6115501519756841,46.09929078014182,1015.6028368794293,29.017223910840837,0
73,4,0,1,33,0.0,0.029411764705882353,0.9705882352941176,34,900.0,12,6,6,373.3443207682286,0.9167140744111959,0.15117864655109936,0.20485943446754612,128782.88881126425,2816.0720299623404,131598.9608412266,72,1,33.94117647058823,33,1,17,36.771519269617244,0.6144422952933593,46.245306633291605,1015.0187734668323,30.75814465051007,0
74,4,0,1,32,0.0,0.030303030303030304,0.9696969696969697,33,700.0,10,4,6,385.0843494358898,0.9166666666666666,0.16490486257928105,0.2108718681775239,128702.06031673583,3312.229833625775,132014.2901503616,73,2,35.84848484848485,32,1,18,36.556322547675634,0.6160239361702128,46.32495164410058,1014.7001934235977,31.70938104448743,0
75,4,1,3,30,0.030303030303030304,0.09090909090909091,0.9090909090909091,33,800.0,10,6,4,380.63695098608025,0.9152159896840748,0.14932619325154528,0.20981646346517518,128963.88262226358,3217.6838137330274,132181.56643599662,74,0,35.36363636363637,32,1,18,36.40142726332252,0.618683510638298,46.06705351386202,1015.7317859445516,31.741618310767237,0
76,4,1,1,30,0.03225806451612903,0.03225806451612903,0.967741935483871,31,550.0,9,2,7,393.66613057555116,0.9132921528254404,0.15356798864462062,0.21657309604286074,128886.12635808052,3947.6205296514163,132833.74688773195,75,0,36.70967741935484,31,0,18,36.150151020362664,0.6204529855868223,46.14361702127659,1015.4255319148931,32.75566231983526,0
77,4,4,5,29,0.11764705882352941,0.14705882352941177,0.8529411764705882,34,600.0,10,2,8,365.2586632536609,0.9170554101718057,0.11843884449907804,0.20449960258558372,129578.088458508,2666.540475735466,132244.62893424346,76,0,34.35294117647059,33,1,19,36.16589729171298,0.622501611863314,45.4630788485607,1018.1476846057569,30.852960139568392,0
78,4,3,1,31,0.09375,0.03125,0.96875,32,850.0,11,6,5,377.2279577151757,0.9181108442004118,0.12252709584747978,0.21147962666052816,129629.86115040736,3380.0015561339897,133009.86270654135,77,0,35.28125,31,1,21,35.80847174141351,0.6280027453671929,45.41223404255319,1018.3510638297868,32.85003431708989,0
79,4,0,0,31,0.0,0.0,1.0,31,650.0,7,6,1,384.39932178081204,0.9153969343399679,0.13395688773845538,0.21479434596870545,129501.02668630688,3756.0213656270375,133257.04805193393,78,1,37.41935483870968,30,1,21,35.75730620794537,0.6294326241134751,45.538778311599174,1017.8448867536029,33.92816289178676,0
80,4,1,1,31,0.03125,0.03125,0.96875,32,950.0,13,6,7,375.7868021710601,0.9169955387783115,0.1188749525496644,0.21167805399557293,129816.64249391318,3356.6761902742774,133173.31868418746,79,0,37.21875,32,0,18,35.65492231606096,0.6273271276595744,45.228884590586716,1019.0844616376532,31.846389426176664,0
81,4,0,0,31,0.0,0.0,1.0,31,550.0,9,2,7,384.4841808179209,0.9146648364218715,0.13098627137202046,0.21592000183763002,129697.57950430058,3773.333521955634,133470.91302625622,80,3,39.41935483870968,31,0,18,35.55469140603301,0.6286890871654084,45.34574468085106,1018.6170212765957,32.858613589567604,0
82,4,1,3,29,0.03125,0.09375,0.90625,32,950.0,12,7,5,377.19241689136777,0.9162663006177076,0.12153831562974249,0.21336463753769194,129980.95694173714,3405.5662597413184,133386.52320147847,81,0,39.15625,32,0,18,35.45184515545798,0.6289893617021277,45.067698259187615,1019.7292069632488,31.866537717601524,0
83,4,0,0,29,0.0,0.0,1.0,29,1150.0,16,7,9,408.9761904447671,0.9075568598679383,0.1516126862731908,0.22898838494637583,129580.21226296466,4799.044313666317,134379.25657663099,82,5,43.89655172413793,29,0,21,35.05095356378532,0.6331621423330888,45.46099290780142,1018.1560283687945,35.10882856444119,0
84,4,1,0,30,0.03333333333333333,0.0,1.0,30,700.0,11,3,8,395.6889635940293,0.9060895084372708,0.15115507109855097,0.22428411048567765,130060.50124149208,4292.7009881532,134353.20222964528,83,0,43.4,30,0,20,34.899228934566814,0.6351063829787233,44.989704873026774,1020.0411805078937,34.00137268359646,0
85,4,1,1,30,0.03225806451612903,0.03225806451612903,0.967741935483871,31,950.0,12,7,5,384.12220820101845,0.9082589796385266,0.13953429756058577,0.21930664957439586,130341.78582291213,3813.434918232254,134155.22074114438,84,0,42.96774193548387,31,0,20,34.90799721816615,0.6352093342484556,44.71409574468086,1021.143617021278,32.940116678105746,0
86,4,1,0,31,0.03225806451612903,0.0,1.0,31,1600.0,19,13,6,379.2314964097486,0.9010295126973232,0.13689099148276163,0.21788254029837886,130586.10386325179,3704.4771365111937,134290.58099976298,85,0,43.935483870967744,30,1,22,34.784633760236815,0.6404255319148935,44.47494852436514,1022.1002059025402,34.07000686341801,0
87,4,0,0,31,0.0,0.0,1.0,31,550.0,7,4,3,381.8169743447157,0.9002059025394646,0.1396867745400372,0.21976606065838034,130656.26429388051,3777.35590237459,134433.6201962551,86,1,44.935483870967744,30,1,22,34.64731357268552,0.6411347517730497,44.40631434454358,1022.3747426218255,34.079158087394184,0
88,4,0,0,31,0.0,0.0,1.0,31,1350.0,18,9,9,380.2792610795557,0.8970029741477923,0.1367170766534691,0.2202783132360599,130901.9741865768,3755.8612035053125,134657.83539008212,87,2,45.935483870967744,30,1,19,34.437261869086875,0.6436170212765957,44.166094715168164,1023.3356211393287,34.111187371310955,0
89,4,0,1,30,0.0,0.03225806451612903,0.967741935483871,31,1050.0,13,8,5,380.1368021935024,0.8948066803935026,0.13666970838432868,0.22100081118950393,131042.48347385997,3762.814123849609,134805.29759770958,88,3,46.935483870967744,30,1,19,34.2984200152322,0.6450354609929079,44.028826355525055,1023.8846945779004,34.12948981926335,0
90,4,1,2,29,0.03225806451612903,0.06451612903225806,0.935483870967742,31,700.0,10,4,6,384.74181811807875,0.8962708762296957,0.13536109838234123,0.2242924567810239,131147.91490115423,3891.61744429304,135039.53234544728,89,0,47.806451612903224,30,1,19,34.0736326465439,0.6460992907801417,43.92587508579273,1024.2964996568303,34.143216655227675,0
91,4,1,2,28,0.03333333333333333,0.06666666666666667,0.9333333333333333,30,900.0,12,6,6,390.01073176643473,0.8928344338469063,0.12302795460835836,0.22838067647846488,131319.03827775258,4243.166842714143,135562.20512046674,90,0,47.766666666666666,29,1,20,33.76518600090688,0.6507703595011005,43.75886524822695,1024.9645390070918,35.34360479334799,0
92,4,1,1,28,0.034482758620689655,0.034482758620689655,0.9655172413793104,29,1100.0,13,9,4,391.4537974969898,0.8878524263704014,0.11155765957751118,0.23075674957585396,131573.58533272974,4500.995925758262,136074.581258488,91,0,47.93103448275862,29,0,20,33.470264832284656,0.653338224504769,43.51063829787234,1025.9574468085107,35.37784299339692,0
93,4,0,1,27,0.0,0.03571428571428571,0.9642857142857143,28,1000.0,13,7,6,400.9917184621478,0.8824158505009568,0.12255483106105491,0.23570488816921353,131464.46355817103,4943.2322317790695,136407.6957899501,92,9,50.642857142857146,28,0,20,33.336276154321524,0.6553951367781155,43.617021276595736,1025.5319148936162,36.62613981762915,0
94,4,0,0,27,0.0,0.0,1.0,27,550.0,7,4,3,411.39685053475637,0.8810086682427107,0.11961672569530268,0.24108355837158393,131347.59760626746,5407.197596104981,136754.79520237245,93,10,51.51851851851852,27,0,20,33.18817721558916,0.6576044129235619,43.73100303951367,1025.0759878419449,37.96577732747944,0
95,4,0,0,27,0.0,0.0,1.0,27,1000.0,13,7,6,439.257432474492,0.8797963266048372,0.11048111674790273,0.24655806636884828,129678.22959876586,5992.425236278327,135670.65483504417,94,11,52.51851851851852,27,0,17,34.179698660926874,0.6406619385342789,45.364741641337396,1018.5410334346516,37.72374197906117,8
96,4,1,0,28,0.03571428571428571,0.0,1.0,28,1200.0,14,10,4,426.4338999476323,0.8803332207587526,0.08995850281441298,0.2422729853133853,130151.04676630953,5500.163690964817,135651.21045727434,95,0,51.607142857142854,28,0,19,34.02266566311139,0.6420972644376899,44.90095377842994,1020.3961848862807,36.44272088879574,0
97,4,1,0,29,0.034482758620689655,0.0,1.0,29,700.0,10,4,6,411.9464755375276,0.880830101666492,0.08386145627907893,0.2362788542812381,130520.63779487963,4953.503344902182,135474.1411397818,96,0,50.793103448275865,29,0,20,34.01538152562998,0.6426999266324285,44.53900709219859,1021.8439716312064,35.235999021765736,0
98,4,1,0,30,0.03333333333333333,0.0,1.0,30,1150.0,15,8,7,397.51308332540134,0.8799706529713867,0.08078762683831764,0.23068132780992368,130972.219408917,4412.634153441916,135384.8535623589,97,0,50.06666666666667,30,0,18,33.924999786007156,0.6443262411347517,44.097460535346606,1023.6101578586138,34.12033859528712,0
99,4,0,0,30,0.0,0.0,1.0,30,900.0,11,7,4,399.5844647994397,0.8789435069699193,0.08834986152059288,0.23294525596354884,131147.91490115432,4480.933877068066,135628.8487782224,98,1,51.06666666666667,30,0,19,33.693550870509874,0.6460992907801417,43.92587508579274,1024.2964996568312,34.143216655227704,0
100,4,0,1,29,0.0,0.03333333333333333,0.9666666666666667,30,650.0,9,4,5,397.7204921979011,0.877671802396674,0.08802571658183722,0.2327101249803708,131288.55608665542,4443.229829347279,135731.7859160027,99,2,52.06666666666667,30,0,19,33.59855458219103,0.6475177304964538,43.78860672614963,1024.8455730954029,34.1615191031801,0
101,4,0,0,29,0.0,0.0,1.0,29,1000.0,13,7,6,422.5445522923753,0.8751703175767739,0.10662685417067985,0.23272453803180054,128931.14028469393,5095.8301896282865,134026.9704743222,100,3,54.724137931034484,29,0,20,35.37085462973968,0.6265590608950844,46.09929078014184,1015.6028368794326,35.02078747860112,3
102,4,0,1,28,0.0,0.034482758620689655,0.9655172413793104,29,1050.0,11,10,1,424.4836882646522,0.8747510743108688,0.10256706585961273,0.23400521105952082,128967.15708465369,5148.890900860115,134116.0479855138,101,4,55.724137931034484,29,0,20,35.284653575662496,0.6269258987527513,46.06382978723404,1015.7446808510639,35.02567865003669,0
103,4,3,2,29,0.0967741935483871,0.06451612903225806,0.935483870967742,31,900.0,12,6,6,403.5560279706123,0.8905056051246855,0.09784819882996554,0.22643484382614829,129663.71811693661,4265.315011034428,133929.03312797102,102,0,52.903225806451616,31,0,22,35.10360499259666,0.6283459162663005,45.37898936170214,1018.4840425531931,32.85432395332881,0
104,4,0,1,28,0.0,0.034482758620689655,0.9655172413793104,29,1000.0,13,7,6,417.73034938971904,0.8838696153443035,0.11473432853031462,0.23367503644349313,129544.10995422777,5022.901262511962,134567.01121673972,103,1,55.724137931034484,29,0,22,34.86506837741128,0.6327953044754218,45.49645390070923,1018.0141843971641,35.10393739300566,0
105,4,2,3,27,0.06666666666666667,0.1,0.9,30,900.0,12,6,6,403.3201147275219,0.890144289557349,0.08169248035914656,0.22738434714137076,129850.55696377851,4474.2683064127605,134324.82527019127,104,0,52.733333333333334,30,0,17,34.918833727344364,0.6329787234042552,45.19560741249143,1019.2175703500352,33.97391901166784,0
106,4,2,1,28,0.06896551724137931,0.034482758620689655,0.9655172413793104,29,900.0,10,8,2,413.1505424080235,0.88648988575621,0.10281468397204474,0.2326076408040159,129796.93174387624,4925.134550575951,134722.06629445218,105,0,55.41379310344828,29,0,18,34.72314362886792,0.6353631694790902,45.24822695035462,1019.007092198583,35.138175593054584,0
107,4,1,0,29,0.034482758620689655,0.0,1.0,29,700.0,8,6,2,410.07709476238205,0.8794675610523006,0.11195264796312343,0.231946831962767,129977.66963432443,4860.173029525705,134837.84266385014,106,0,56.37931034482759,29,0,19,34.616864417564656,0.6371973587674247,45.070921985815616,1019.7163120567392,35.16263145023238,0
108,4,1,0,30,0.03333333333333333,0.0,1.0,30,600.0,7,5,2,400.0564966510748,0.8822205918317437,0.11583113456464389,0.2288170637318818,130411.95362406327,4435.038478949761,134846.99210301304,107,0,55.46666666666667,29,1,20,34.4297630057291,0.6415994130594276,44.64539007092199,1021.4184397163128,35.22132550745906,0
109,4,1,0,31,0.03225806451612903,0.0,1.0,31,1150.0,14,9,5,388.74650855310733,0.8870281400137269,0.10697827518103997,0.22375455917338072,130656.26429388061,3958.4333129676343,134614.69760684823,108,0,54.645161290322584,30,1,21,34.47019905386566,0.6411347517730496,44.40631434454359,1022.3747426218264,34.07915808739421,0
110,4,1,1,31,0.03125,0.03125,0.96875,32,750.0,12,3,9,378.42739079102677,0.8885552505147564,0.10413961038960995,0.22008239494644347,131055.6600837486,3519.0102987777636,134574.67038252635,109,0,53.90625,31,1,20,34.32882011605416,0.6424159231297184,44.01595744680853,1023.9361702127684,33.03019903912156,0
111,4,0,0,31,0.0,0.0,1.0,31,750.0,9,6,3,391.9828293093898,0.8839167238618165,0.11273235366639733,0.22747205900078757,130972.219408917,4067.772224967492,135039.9916338845,110,1,56.61290322580645,30,1,20,34.066520390665346,0.6443262411347517,44.097460535346606,1023.6101578586138,34.12033859528712,0
112,4,0,1,30,0.0,0.03225806451612903,0.967741935483871,31,700.0,9,5,4,392.2277462956499,0.8835506749027683,0.11353247213801043,0.22803014494304402,131042.48347386003,4079.6995923874233,135122.18306624747,111,2,57.61290322580645,30,1,20,33.98892670000257,0.6450354609929076,44.02882635552506,1023.884694577901,34.12948981926336,0
